pk_ID,granularity,rowID,formatting,createdDate,modifiedDate,createdBy,modifiedBy,createdIP,modifiedIP,Plant,SalesOffice,Material,Period,Demand,TruckType,SubCluster,Cluster,RDC,ORGTruckType,DestCategory,PreferredTruckType,RDCSubCluster,RDCCluster,RDCORGTruckType,RDCDestCategory,ClubPlant,Tyres,DemandTruck
844,,844,{},1452163448,1452163448,19,19,,,1150,5203,21173600,01To10,126,32 MA,N4,N4,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,4685,0.02689434364994664
845,,845,{},1452163448,1452163448,19,19,,,1150,5251,21173600,01To10,43,32 MA,N5,N5,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,4685,0.009178228388473852
846,,846,{},1452163448,1452163448,19,19,,,1150,5252,21173600,01To10,206,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,4685,0.0439701173959445
847,,847,{},1452163448,1452163448,19,19,,,1150,5301,21173600,01To10,157,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,4685,0.03351120597652081
848,,848,{},1452163448,1452163448,19,19,,,1150,5303,21173600,01To10,193,32 MA,N5,N5,5040,18 FT,DEPOT,18 FT,N6,N6,32 MA,DEPOT,1150/1180,4685,0.04119530416221985
849,,849,{},1452163448,1452163448,19,19,,,1150,5305,21173600,01To10,285,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,4685,0.060832443970117396
850,,850,{},1452163448,1452163448,19,19,,,1150,5306,21173600,01To10,8,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,4685,0.0017075773745997866
851,,851,{},1452163448,1452163448,19,19,,,1150,5309,21173600,01To10,57,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,4685,0.012166488794023479
852,,852,{},1452163448,1452163448,19,19,,,1150,6104,21173600,01To10,258,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,4685,0.055069370330843116
853,,853,{},1452163448,1452163448,19,19,,,1150,6204,21173600,01To10,15,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,4685,0.0032017075773745998
854,,854,{},1452163448,1452163448,19,19,,,1150,6207,21173600,01To10,18,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,4685,0.00384204909284952
855,,855,{},1452163448,1452163448,19,19,,,1150,7053,21173600,01To10,33,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.007043756670224119
856,,856,{},1452163448,1452163448,19,19,,,1150,7102,21173600,01To10,736,32 MA,W3,W3,7102,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,4685,0.15709711846318036
857,,857,{},1452163448,1452163448,19,19,,,1150,7154,21173600,01To10,270,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,4685,0.0576307363927428
858,,858,{},1452163448,1452163448,19,19,,,1150,7302,21173600,01To10,201,32 MA,W4,W4,7302,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,4685,0.042902881536819634
859,,859,{},1452163448,1452163448,19,19,,,1150,8153,21173600,01To10,191,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.040768409818569905
860,,860,{},1452163448,1452163448,19,19,,,1150,8251,21173600,01To10,259,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.05528281750266809
861,,861,{},1452163448,1452163448,19,19,,,1150,8253,21173600,01To10,97,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.020704375667022414
862,,862,{},1452163448,1452163448,19,19,,,1150,8254,21173600,01To10,123,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.026254002134471717
863,,863,{},1452163448,1452163448,19,19,,,1150,8256,21173600,01To10,97,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.020704375667022414
864,,864,{},1452163448,1452163448,19,19,,,1150,8258,21173600,01To10,74,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,4685,0.015795090715048025
865,,865,{},1452163448,1452163448,19,19,,,1180,5306,21173600,01To10,139,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,4685,0.02966915688367129
866,,866,{},1452163448,1452163448,19,19,,,1180,6003,21173600,01To10,85,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,4685,0.01814300960512273
867,,867,{},1452163448,1452163448,19,19,,,1180,6205,21173600,01To10,27,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,4685,0.00576307363927428
868,,868,{},1452163448,1452163448,19,19,,,1180,7001,21173600,01To10,100,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.021344717182497332
869,,869,{},1452163448,1452163448,19,19,,,1180,7002,21173600,01To10,280,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.05976520811099253
870,,870,{},1452163448,1452163448,19,19,,,1180,7003,21173600,01To10,150,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.032017075773746
871,,871,{},1452163448,1452163448,19,19,,,1180,7004,21173600,01To10,61,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.013020277481323372
872,,872,{},1452163448,1452163448,19,19,,,1180,7051,21173600,01To10,201,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.042902881536819634
873,,873,{},1452163448,1452163448,19,19,,,1180,7054,21173600,01To10,23,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.004909284951974386
874,,874,{},1452163448,1452163448,19,19,,,1180,7105,21173600,01To10,62,32 MA,W3,W3,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,4685,0.013233724653148345
875,,875,{},1452163448,1452163448,19,19,,,1180,7152,21173600,01To10,359,32 MA,W3,W3,7152,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,4685,0.07662753468516542
876,,876,{},1452163448,1452163448,19,19,,,1180,7153,21173600,01To10,185,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,4685,0.03948772678762007
877,,877,{},1452163448,1452163448,19,19,,,1180,7155,21173600,01To10,20,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,4685,0.004268943436499467
878,,878,{},1452163448,1452163448,19,19,,,1180,7157,21173600,01To10,90,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,4685,0.0192102454642476
879,,879,{},1452163448,1452163448,19,19,,,1180,7161,21173600,01To10,100,32 MA,W3,W3,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,4685,0.021344717182497332
880,,880,{},1452163448,1452163448,19,19,,,1180,7251,21173600,01To10,98,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,4685,0.020917822838847386
881,,881,{},1452163448,1452163448,19,19,,,1180,7252,21173600,01To10,55,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,4685,0.011739594450373533
882,,882,{},1452163448,1452163448,19,19,,,1180,7254,21173600,01To10,64,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,4685,0.013660618996798293
883,,883,{},1452163448,1452163448,19,19,,,1180,7301,21173600,01To10,116,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,4685,0.024759871931696906
884,,884,{},1452163448,1452163448,19,19,,,1180,7304,21173600,01To10,10,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,4685,0.0021344717182497333
885,,885,{},1452163448,1452163448,19,19,,,1180,8053,21173600,01To10,63,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.01344717182497332
886,,886,{},1452163448,1452163448,19,19,,,1180,8055,21173600,01To10,78,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.016648879402347917
887,,887,{},1452163448,1452163448,19,19,,,1180,8151,21173600,01To10,170,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.03628601921024546
888,,888,{},1452163448,1452163448,19,19,,,1180,8155,21173600,01To10,98,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.020917822838847386
889,,889,{},1452163448,1452163448,19,19,,,1180,8156,21173600,01To10,146,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.031163287086446105
890,,890,{},1452163448,1452163448,19,19,,,1180,8252,21173600,01To10,56,18 FT,S,S,8150,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1750,0.032
891,,891,{},1452163448,1452163448,19,19,,,1180,8255,21173600,01To10,147,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.031376734258271075
892,,892,{},1452163448,1452163448,19,19,,,1180,8257,21173600,01To10,17,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.0036286019210245465
1055,,1055,{},1452163448,1452163448,19,19,,,1150,8001,21173620,01To10,200,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,5200,0.038461538461538464
1056,,1056,{},1452163448,1452163448,19,19,,,1150,8051,21173620,01To10,100,32 MA,S,S,7150,32 MA,DEPOT,18 FT,W3,W3,32 MA,DEPOT,1150/1180,5200,0.019230769230769232
1057,,1057,{},1452163448,1452163448,19,19,,,1150,8052,21173620,01To10,100,18 FT,S,S,7150,18 FT,DEPOT,18 FT,W3,W3,32 MA,DEPOT,1150/1180,1750,0.05714285714285714
1058,,1058,{},1452163448,1452163448,19,19,,,1150,8054,21173620,01To10,50,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,5200,0.009615384615384616
1059,,1059,{},1452163448,1452163448,19,19,,,1150,8105,21173620,01To10,100,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,5200,0.019230769230769232
1060,,1060,{},1452163448,1452163448,19,19,,,1150,8107,21173620,01To10,200,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,5200,0.038461538461538464
1061,,1061,{},1452163448,1452163448,19,19,,,1150,8156,21173620,01To10,50,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,5200,0.009615384615384616
1062,,1062,{},1452163448,1452163448,19,19,,,1150,8304,21173620,01To10,100,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1750,0.05714285714285714
1063,,1063,{},1452163448,1452163448,19,19,,,1150,8305,21173620,01To10,100,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,5200,0.019230769230769232
1064,,1064,{},1452163448,1452163448,19,19,,,1150,8312,21173620,01To10,100,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,5200,0.019230769230769232
1065,,1065,{},1452163448,1452163448,19,19,,,1150,8313,21173620,01To10,50,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,5200,0.009615384615384616
1066,,1066,{},1452163448,1452163448,19,19,,,1150,8315,21173620,01To10,50,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,5200,0.009615384615384616
1067,,1067,{},1452163448,1452163448,19,19,,,1150,8351,21173620,01To10,100,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,5200,0.019230769230769232
1068,,1068,{},1452163448,1452163448,19,19,,,1150,8352,21173620,01To10,100,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,5200,0.019230769230769232
1069,,1069,{},1452163448,1452163448,19,19,,,1150,8354,21173620,01To10,100,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1750,0.05714285714285714
1070,,1070,{},1452163448,1452163448,19,19,,,1150,7104,21178010,01To10,20,32 MA,S,S,7150,32 MA,DEPOT,18 FT,W3,W3,32 MA,DEPOT,1150/1180,3900,0.005128205128205128
1071,,1071,{},1452163448,1452163448,19,19,,,1150,8001,21178010,01To10,100,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,3900,0.02564102564102564
1072,,1072,{},1452163448,1452163448,19,19,,,1150,8002,21178010,01To10,10,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3900,0.002564102564102564
1073,,1073,{},1452163448,1452163448,19,19,,,1150,8005,21178010,01To10,30,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3900,0.007692307692307693
1074,,1074,{},1452163448,1452163448,19,19,,,1150,8006,21178010,01To10,100,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,3900,0.02564102564102564
1075,,1075,{},1452163448,1452163448,19,19,,,1150,8102,21178010,01To10,50,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1500,0.03333333333333333
1076,,1076,{},1452163448,1452163448,19,19,,,1150,8103,21178010,01To10,100,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1500,0.06666666666666667
1077,,1077,{},1452163448,1452163448,19,19,,,1150,8104,21178010,01To10,120,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3900,0.03076923076923077
1078,,1078,{},1452163448,1452163448,19,19,,,1150,8106,21178010,01To10,40,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1500,0.02666666666666667
1079,,1079,{},1452163448,1452163448,19,19,,,1150,8151,21178010,01To10,50,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3900,0.01282051282051282
1080,,1080,{},1452163448,1452163448,19,19,,,1150,8153,21178010,01To10,50,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3900,0.01282051282051282
1081,,1081,{},1452163448,1452163448,19,19,,,1150,8156,21178010,01To10,50,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3900,0.01282051282051282
1082,,1082,{},1452163448,1452163448,19,19,,,1150,8257,21178010,01To10,10,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3900,0.002564102564102564
1083,,1083,{},1452163448,1452163448,19,19,,,1150,8261,21178010,01To10,30,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3900,0.007692307692307693
1084,,1084,{},1452163448,1452163448,19,19,,,1150,8301,21178010,01To10,50,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1500,0.03333333333333333
1085,,1085,{},1452163448,1452163448,19,19,,,1150,8302,21178010,01To10,50,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1500,0.03333333333333333
1086,,1086,{},1452163448,1452163448,19,19,,,1150,8303,21178010,01To10,20,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3900,0.005128205128205128
1087,,1087,{},1452163448,1452163448,19,19,,,1150,8305,21178010,01To10,70,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3900,0.017948717948717947
1088,,1088,{},1452163448,1452163448,19,19,,,1150,8306,21178010,01To10,10,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1500,0.006666666666666667
1089,,1089,{},1452163448,1452163448,19,19,,,1150,8312,21178010,01To10,20,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3900,0.005128205128205128
1090,,1090,{},1452163448,1452163448,19,19,,,1150,8351,21178010,01To10,20,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3900,0.005128205128205128
1175,,1175,{},1452163448,1452163448,19,19,,,1150,5054,21178040,01To10,15,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,4685,0.0032017075773745998
1176,,1176,{},1452163448,1452163448,19,19,,,1150,7001,21178040,01To10,23,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.004909284951974386
1177,,1177,{},1452163448,1452163448,19,19,,,1150,7002,21178040,01To10,20,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.004268943436499467
1178,,1178,{},1452163448,1452163448,19,19,,,1150,7003,21178040,01To10,9,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.00192102454642476
1179,,1179,{},1452163448,1452163448,19,19,,,1150,7004,21178040,01To10,7,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.0014941302027748132
1180,,1180,{},1452163448,1452163448,19,19,,,1150,7051,21178040,01To10,12,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.0025613660618996796
1181,,1181,{},1452163448,1452163448,19,19,,,1150,7052,21178040,01To10,11,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.0023479188900747067
1182,,1182,{},1452163448,1452163448,19,19,,,1150,7054,21178040,01To10,5,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,4685,0.0010672358591248667
1183,,1183,{},1452163448,1452163448,19,19,,,1150,7102,21178040,01To10,143,32 MA,W3,W3,7102,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,4685,0.030522945570971186
1184,,1184,{},1452163448,1452163448,19,19,,,1150,7105,21178040,01To10,28,32 MA,W3,W3,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,4685,0.005976520811099253
1185,,1185,{},1452163448,1452163448,19,19,,,1150,7152,21178040,01To10,153,32 MA,W3,W3,7152,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,4685,0.03265741728922092
1186,,1186,{},1452163448,1452163448,19,19,,,1150,7153,21178040,01To10,35,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,4685,0.007470651013874066
1187,,1187,{},1452163448,1452163448,19,19,,,1150,7154,21178040,01To10,48,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,4685,0.010245464247598719
1188,,1188,{},1452163448,1452163448,19,19,,,1150,7157,21178040,01To10,32,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,4685,0.006830309498399146
1189,,1189,{},1452163448,1452163448,19,19,,,1150,7161,21178040,01To10,34,32 MA,W3,W3,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,4685,0.007257203842049093
1190,,1190,{},1452163448,1452163448,19,19,,,1150,7251,21178040,01To10,27,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,4685,0.00576307363927428
1191,,1191,{},1452163448,1452163448,19,19,,,1150,7301,21178040,01To10,21,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,4685,0.00448239060832444
1192,,1192,{},1452163448,1452163448,19,19,,,1150,7302,21178040,01To10,50,32 MA,W4,W4,7302,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,4685,0.010672358591248666
1193,,1193,{},1452163448,1452163448,19,19,,,1150,8053,21178040,01To10,5,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.0010672358591248667
1194,,1194,{},1452163448,1452163448,19,19,,,1150,8055,21178040,01To10,10,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.0021344717182497333
1195,,1195,{},1452163448,1452163448,19,19,,,1150,8151,21178040,01To10,39,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.008324439701173959
1196,,1196,{},1452163448,1452163448,19,19,,,1150,8155,21178040,01To10,33,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.007043756670224119
1197,,1197,{},1452163448,1452163448,19,19,,,1150,8156,21178040,01To10,41,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.008751334044823906
1198,,1198,{},1452163448,1452163448,19,19,,,1150,8252,21178040,01To10,14,18 FT,S,S,8150,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1500,0.009333333333333334
1199,,1199,{},1452163448,1452163448,19,19,,,1150,8253,21178040,01To10,28,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.005976520811099253
1200,,1200,{},1452163448,1452163448,19,19,,,1150,8254,21178040,01To10,17,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.0036286019210245465
1201,,1201,{},1452163448,1452163448,19,19,,,1150,8255,21178040,01To10,34,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.007257203842049093
1202,,1202,{},1452163448,1452163448,19,19,,,1150,8256,21178040,01To10,68,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.014514407684098186
1203,,1203,{},1452163448,1452163448,19,19,,,1150,8257,21178040,01To10,14,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.0029882604055496264
1204,,1204,{},1452163448,1452163448,19,19,,,1150,8261,21178040,01To10,24,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,4685,0.005122732123799359
1205,,1205,{},1452163448,1452163448,19,19,,,1150,5051,26126430,01To10,20,32 MA,N6,N6,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3669,0.005451076587626056
1206,,1206,{},1452163448,1452163448,19,19,,,1150,6011,26126430,01To10,30,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,3669,0.008176614881439084
1207,,1207,{},1452163448,1452163448,19,19,,,1150,6013,26126430,01To10,100,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,3669,0.02725538293813028
1208,,1208,{},1452163448,1452163448,19,19,,,1150,7103,26126430,01To10,20,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3669,0.005451076587626056
1209,,1209,{},1452163448,1452163448,19,19,,,1150,7151,26126430,01To10,40,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3669,0.010902153175252113
1210,,1210,{},1452163448,1452163448,19,19,,,1150,7152,26126430,01To10,50,32 MA,W3,W3,7152,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3669,0.01362769146906514
1211,,1211,{},1452163448,1452163448,19,19,,,1150,7153,26126430,01To10,50,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3669,0.01362769146906514
1212,,1212,{},1452163448,1452163448,19,19,,,1150,7157,26126430,01To10,50,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3669,0.01362769146906514
1213,,1213,{},1452163448,1452163448,19,19,,,1150,8002,26126430,01To10,10,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3669,0.002725538293813028
1214,,1214,{},1452163448,1452163448,19,19,,,1150,8155,26126430,01To10,10,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3669,0.002725538293813028
1215,,1215,{},1452163448,1452163448,19,19,,,1150,8251,26126430,01To10,20,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3669,0.005451076587626056
1216,,1216,{},1452163448,1452163448,19,19,,,1150,8305,26126430,01To10,10,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3669,0.002725538293813028
1217,,1217,{},1452163448,1452163448,19,19,,,1150,8311,26126430,01To10,40,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1750,0.022857142857142857
1218,,1218,{},1452163448,1452163448,19,19,,,1150,8313,26126430,01To10,20,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3669,0.005451076587626056
1219,,1219,{},1452163448,1452163448,19,19,,,1150,8352,26126430,01To10,20,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,3669,0.005451076587626056
1314,,1314,{},1452163448,1452163448,19,19,,,1150,7000,26130930,01To10,193,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,3931,0.049096921902823706
1315,,1315,{},1452163448,1452163448,19,19,,,1150,7001,26130930,01To10,209,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,3931,0.05316713304502671
1316,,1316,{},1452163448,1452163448,19,19,,,1150,7002,26130930,01To10,912,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,3931,0.2320020351055711
