pk_ID,granularity,rowID,formatting,createdDate,modifiedDate,createdBy,modifiedBy,createdIP,modifiedIP,Plant,DestType,Material,TruckType
277,,277,{},1450257179,1450257179,15,15,,,1120,OEM,17136140,32 SA
278,,278,{},1450257179,1450257179,15,15,,,1120,OEM,17136142,32 SA
279,,279,{},1450257179,1450257179,15,15,,,1120,OEM,17916040,32 SA
280,,280,{},1450257179,1450257179,15,15,,,1120,OEM,18100000,32 SA
281,,281,{},1450257179,1450257179,15,15,,,1120,OEM,18140130,32 SA
282,,282,{},1450257179,1450257179,15,15,,,1120,OEM,18140132,32 SA
283,,283,{},1450257179,1450257179,15,15,,,1120,OEM,18140230,32 SA
284,,284,{},1450257179,1450257179,15,15,,,1120,OEM,18143230,32 SA
285,,285,{},1450257179,1450257179,15,15,,,1120,OEM,18143730,32 SA
286,,286,{},1450257179,1450257179,15,15,,,1120,OEM,18143732,32 SA
287,,287,{},1450257179,1450257179,15,15,,,1120,OEM,18143830,32 SA
288,,288,{},1450257179,1450257179,15,15,,,1120,OEM,18143832,32 SA
289,,289,{},1450257179,1450257179,15,15,,,1120,OEM,18144930,32 SA
290,,290,{},1450257179,1450257179,15,15,,,1120,OEM,18144932,32 SA
291,,291,{},1450257179,1450257179,15,15,,,1120,OEM,18151530,32 SA
292,,292,{},1450257179,1450257179,15,15,,,1120,OEM,18151532,32 SA
293,,293,{},1450257179,1450257179,15,15,,,1120,OEM,18160130,32 SA
294,,294,{},1450257179,1450257179,15,15,,,1120,OEM,18160132,32 SA
295,,295,{},1450257179,1450257179,15,15,,,1120,OEM,18160230,32 SA
296,,296,{},1450257179,1450257179,15,15,,,1120,OEM,18163730,32 SA
297,,297,{},1450257179,1450257179,15,15,,,1120,OEM,18163732,32 SA
298,,298,{},1450257179,1450257179,15,15,,,1120,OEM,18163830,32 SA
299,,299,{},1450257179,1450257179,15,15,,,1120,OEM,18163832,32 SA
300,,300,{},1450257179,1450257179,15,15,,,1120,OEM,18163930,32 SA
301,,301,{},1450257179,1450257179,15,15,,,1120,OEM,18163932,32 SA
302,,302,{},1450257179,1450257179,15,15,,,1120,OEM,18164930,32 SA
303,,303,{},1450257179,1450257179,15,15,,,1120,OEM,18164932,32 SA
304,,304,{},1450257179,1450257179,15,15,,,1120,OEM,18168640,32 SA
305,,305,{},1450257179,1450257179,15,15,,,1120,OEM,18170130,32 SA
306,,306,{},1450257179,1450257179,15,15,,,1120,OEM,18170630,32 SA
307,,307,{},1450257179,1450257179,15,15,,,1120,OEM,18170632,32 SA
308,,308,{},1450257179,1450257179,15,15,,,1120,OEM,18170640,32 SA
309,,309,{},1450257179,1450257179,15,15,,,1120,OEM,18170730,32 SA
310,,310,{},1450257179,1450257179,15,15,,,1120,OEM,18170732,32 SA
311,,311,{},1450257179,1450257179,15,15,,,1120,OEM,18180130,32 SA
312,,312,{},1450257179,1450257179,15,15,,,1120,OEM,18180132,32 SA
313,,313,{},1450257179,1450257179,15,15,,,1120,OEM,18180230,32 SA
314,,314,{},1450257179,1450257179,15,15,,,1120,OEM,18180232,32 SA
315,,315,{},1450257179,1450257179,15,15,,,1120,OEM,18193720,32 SA
316,,316,{},1450257179,1450257179,15,15,,,1120,OEM,18193722,32 SA
317,,317,{},1450257179,1450257179,15,15,,,1120,OEM,18196840,32 SA
318,,318,{},1450257179,1450257179,15,15,,,1120,OEM,22117150,32 SA
319,,319,{},1450257179,1450257179,15,15,,,1120,OEM,22117152,32 SA
320,,320,{},1450257179,1450257179,15,15,,,1120,OEM,22117552,32 SA
321,,321,{},1450257179,1450257179,15,15,,,1120,OEM,22127150,32 SA
322,,322,{},1450257179,1450257179,15,15,,,1120,OEM,22127152,32 SA
323,,323,{},1450257179,1450257179,15,15,,,1120,OEM,22127550,32 SA
324,,324,{},1450257179,1450257179,15,15,,,1120,OEM,22127552,32 SA
325,,325,{},1450257179,1450257179,15,15,,,1120,OEM,22137140,32 SA
326,,326,{},1450257179,1450257179,15,15,,,1120,OEM,22137142,32 SA
327,,327,{},1450257179,1450257179,15,15,,,1120,OEM,22147130,32 SA
328,,328,{},1450257179,1450257179,15,15,,,1120,OEM,22147132,32 SA
329,,329,{},1450257179,1450257179,15,15,,,1120,OEM,22147530,32 SA
330,,330,{},1450257179,1450257179,15,15,,,1120,OEM,22147532,32 SA
331,,331,{},1450257179,1450257179,15,15,,,1120,OEM,23142530,32 SA
332,,332,{},1450257179,1450257179,15,15,,,1120,OEM,24221340,32 SA
333,,333,{},1450257179,1450257179,15,15,,,1120,OEM,24221440,32 SA
334,,334,{},1450257179,1450257179,15,15,,,1120,OEM,24221540,32 SA
335,,335,{},1450257179,1450257179,15,15,,,1120,OEM,24221640,32 SA
336,,336,{},1450257179,1450257179,15,15,,,1120,OEM,24232330,32 SA
337,,337,{},1450257179,1450257179,15,15,,,1120,OEM,24232430,32 SA
338,,338,{},1450257179,1450257179,15,15,,,1120,OEM,24233330,32 SA
339,,339,{},1450257179,1450257179,15,15,,,1120,OEM,24233430,32 SA
340,,340,{},1450257179,1450257179,15,15,,,1120,OEM,24241340,32 SA
341,,341,{},1450257179,1450257179,15,15,,,1120,OEM,24241540,32 SA
342,,342,{},1450257179,1450257179,15,15,,,1120,OEM,24251440,32 SA
343,,343,{},1450257179,1450257179,15,15,,,1120,OEM,24252330,32 SA
344,,344,{},1450257179,1450257179,15,15,,,1120,OEM,24253330,32 SA
345,,345,{},1450257179,1450257179,15,15,,,1120,OEM,24253430,32 SA
346,,346,{},1450257179,1450257179,15,15,,,1120,OEM,24253530,32 SA
347,,347,{},1450257179,1450257179,15,15,,,1120,OEM,24253630,32 SA
348,,348,{},1450257179,1450257179,15,15,,,1120,OEM,24261340,32 SA
349,,349,{},1450257179,1450257179,15,15,,,1120,OEM,24261440,32 SA
